,Username,Post Date,Content,Like Count,Date,DateDiff(days),Year,hashtags,hashtag_count
385,urban.cafe.hk,2022-12-05,"瓜子🥜馬拉糕🍰

所有分店營業時間⏰ 1200🕛-2200🕙
觀塘8點半後全單8折🈹
#消費券OK!

——— ———

【 訂 位 資 訊🌟 】

任 何 時 間 歡 迎 隨 時walk in ！🏃🏻

如需訂位👇🏻
▨ Instagram檔案撳條「 link 」
▨ Facebook撳「 搶先預約 」
▨ Google Maps撳「 訂位 」

就可以訂位架喇 ！
方便快捷♡
https://bit.ly/urbancafehk_book

※所有分店不設入場費 🎪
※不設每小時收費

——— ———

〈 外 賣 資 訊🏃🏻 〉

①外賣速遞
▨ inline 推廣期內全單7折 🈹
▨ lingduck
▨ foodpanda 

②外賣自取
▨ inline 推廣期內全單7折 🈹
▨ lingduck

——— ———

【 餐 牌 供 應👨🏻‍🍳 】

❶ 午餐（每兩星期更新）
1200-1800 ｜ Weekday（except Holiday）

❷ 下午茶
1430-1800 ｜ Weekday（except Holiday）

❸ 晚餐／假期 / 節日
1800-2200 ｜ Weekday 
1200-2200 ｜ Weekend & Holiday

午餐優惠：（假期 / 節日除外）
每4人同行惠顧午餐，即送滋味小食或甜品1份 ！🍻

晚餐優惠：（假期 / 節日除外）
星期一至五19:30前離座，享有全單8折優惠 ！🍻
（觀塘限定）每日20:30後入座，享有全單8折優惠 ！🍺

入場時間：
２hours｜ Weekday（except Holiday）
1.５hours ｜ Weekend & Holiday
※ 若現場沒有其他等候的客人則沒有時限。
（本餐廳會按照實際狀況保留最終決定權）

——— ——— ———

【  觀塘店 ｜ 𝗥𝗲𝘀𝘁𝗮𝘂𝗿𝗮𝗻𝘁 𝘄/ ～𝟲𝟬𝗖𝗮𝘁𝘀 】
📍 觀塘開源道62號駱駝漆大廈第1座6樓
（觀塘B1出口1分鐘步程）
🕛 1200-2200
☎️ 5307 3636

【  旺角店 ｜ 𝗥𝗲𝘀𝘁𝗮𝘂𝗿𝗮𝗻𝘁 𝘄/ ～𝟰𝟱𝗖𝗮𝘁𝘀 】
📍 旺角彌敦道566-568A號僑建大廈2樓
（油麻地A2出口1分鐘步程）
🕛 1200-2200
☎️ 6832 6990",229,2022-12-05,4.0,2022.0,['#消費券OK!'],1.0
379,urban.cafe.hk,2022-12-06,"#消費券OK

——— ———

【 訂 位 資 訊🌟 】

任 何 時 間 歡 迎 隨 時walk in ！🏃🏻

如需訂位👇🏻
▨ Instagram檔案撳條「 link 」
▨ Facebook撳「 搶先預約 」
▨ Google Maps撳「 訂位 」

就可以訂位架喇 ！
方便快捷♡
https://bit.ly/urbancafehk_book

※所有分店不設入場費 🎪
※不設每小時收費

——— ———

〈 外 賣 資 訊🏃🏻 〉

①外賣速遞
▨ inline 推廣期內全單7折 🈹
▨ lingduck
▨ foodpanda 

②外賣自取
▨ inline 推廣期內全單7折 🈹
▨ lingduck

——— ———

【 餐 牌 供 應👨🏻‍🍳 】

❶ 午餐（每兩星期更新）
1200-1800 ｜ Weekday（except Holiday）

❷ 下午茶
1430-1800 ｜ Weekday（except Holiday）

❸ 晚餐／假期 / 節日
1800-2200 ｜ Weekday 
1200-2200 ｜ Weekend & Holiday

午餐優惠：（假期 / 節日除外）
每4人同行惠顧午餐，即送滋味小食或甜品1份 ！🍻

晚餐優惠：（假期 / 節日除外）
星期一至五19:30前離座，享有全單8折優惠 ！🍻
（觀塘限定）每日20:30後入座，享有全單8折優惠 ！🍺

入場時間：
２hours｜ Weekday（except Holiday）
1.５hours ｜ Weekend & Holiday
※ 若現場沒有其他等候的客人則沒有時限。
（本餐廳會按照實際狀況保留最終決定權）

——— ——— ———

【  觀塘店 ｜ 𝗥𝗲𝘀𝘁𝗮𝘂𝗿𝗮𝗻𝘁 𝘄/ ～𝟲𝟬𝗖𝗮𝘁𝘀 】
📍 觀塘開源道62號駱駝漆大廈第1座6樓
（觀塘B1出口1分鐘步程）
🕛 1200-2200
☎️ 5307 3636

【  旺角店 ｜ 𝗥𝗲𝘀𝘁𝗮𝘂𝗿𝗮𝗻𝘁 𝘄/ ～𝟰𝟱𝗖𝗮𝘁𝘀 】
📍 旺角彌敦道566-568A號僑建大廈2樓
（油麻地A2出口1分鐘步程）
🕛 1200-2200
☎️ 6832 6990",1041,2022-12-06,1.0,2022.0,['#消費券OK'],1.0
361,urban.cafe.hk,2022-12-12,"聖 誕 節 開 放 時 間🎅🏻

☃️🅒🅗🅡🅘🅢🅣🅜🅐🅢🎄
聖誕節menu適用於12月24至26日
開放時間🕛1200-2300
用餐時間2hours ♪( ´▽｀) 
大家可以多啲時間睇貓貓 😻
※免入場費 🎪
※免每小時收費 🎪
*所有優惠不適用於以上日期

非假期日子優惠😻👇🏻

——— ——— ———

【 訂 位 資 訊🌟 】

任 何 時 間 歡 迎 隨 時 walk in ！🏃🏻
如需訂位👇🏻
❶ Instagram檔案撳條「 link 」
❷ Facebook撳「使用應用程式 」
❸ Google Maps撳「 訂位 」
※免入場費 🎪
※免每小時收費 🎪

【 外 賣 資 訊🏃🏻 】

外賣速遞 / 外賣自取
❶ inline (推廣期內全單7折 🈹)
❷ foodpanda 

——— ——— ———

【 餐 牌 供 應👨🏻‍🍳 】

❶ 午餐（每兩星期更新）
1200-1715 ｜ Weekday（except Holiday）
每4人同行惠顧午餐，即送滋味小食或甜品1份 ！🈹

❷ 下午茶
1430-1715 ｜ Weekday（except Holiday）

❸ 晚餐
1800-2200 ｜ Weekday （except Holiday）
19:30前離座，享有全單8折優惠 ！🈹
20:30後入座，享有全單8折優惠 ！🈹

❹ 六日 / 假期
1200-2200 ｜ Weekend & Holiday 
20:30後入座，享有全單8折優惠 ！🈹

【 入 場 時 間🏡 】

２hours｜ Weekday（except Holiday）
1.５hours ｜ Weekend & Holiday
※ 若現場沒有其他等候的客人則沒有時限。
（餐廳會按照實際狀況保留最終決定權）

——— ———

【  觀塘店 ｜ ～𝟲𝟬𝗖𝗮𝘁𝘀 】
📍 觀塘開源道62號駱駝漆大廈第1座6樓
（觀塘B1出口1分鐘步程）
🕛 1200-2200
☎️ 5307 3636

【  旺角店 ｜ ～𝟰𝟱𝗖𝗮𝘁𝘀 】
📍 旺角彌敦道566-568A號僑建大廈2樓
（油麻地A2出口1分鐘步程）
🕛 1200-2200
☎️ 6832 6990",718,2022-12-12,6.0,2022.0,,0.0
337,urban.cafe.hk,2023-01-03,"𝑳𝒂𝒊 𝑪𝒉𝒊 𝑲𝒐𝒌 𝒏𝒆𝒘 𝒄𝒂𝒇𝒆 ✨
荔枝角開始試業喇 (*´∀`)~♥
佔地6700呎 ！🐈
保持一直以來的免入場費~ 免每小時收費~ 🆓
黎探貓貓順便食野就ok喇 😽
所有分店下午茶38-58起~ 只限weekday!
歡迎網上訂座或walk in 😻

※免入場費 🎪
※免每小時收費 🎪

——— ——— ———

【 訂 座 資 訊🌟 】
任 何 時 間 歡 迎 隨 時 walk in ！🚶🏻

網 上 訂 座：
Instagram檔案撳條「 link 」
Facebook撳「使用應用程式 」
Google Maps撳「 訂位 」

——— ——— ———

【 外 賣 資 訊🍱 】

外賣速遞 / 外賣自取
❶ inline (推廣期內全單7折 🈹)
❷ foodpanda 

——— ——— ———

【 餐 牌 供 應👨🏻‍🍳 】
❶ 午餐（每兩星期更新）
一至五：1200-1715 （假期除外）
每惠顧4份午餐，即送滋味小食或甜品1份 ！🍗

❷ 下午茶
一至五：1430-1715 （假期除外）

❸ 晚餐
一至五：1800-2200（假期除外）
19:30前離座，享有全單8折優惠 ！🍻
20:30後入座，享有全單8折優惠 ！🍻

❹ 六日及假期：1200-2200
20:30後入座，享有全單8折優惠 ！🍻

——— ——— ———

【 入 場 時 間🕰️ 】
一至五：2小時 （假期除外）
六日及假期：90分鐘
※ 非繁忙時間不設限時！
(餐廳會按照實際狀況保留最終決定權)

——— ———

🕒 每日1200-2200

📍 荔枝角長沙灣道680號麗新商業中心1樓
🚦 荔枝角B1出口3分鐘步程
☎️ 9049 9929 (WhatsApp)
🐈 ~60

📍 旺角彌敦道566-568A號僑建大廈2樓
🚦 油麻地A2出口1分鐘步程
☎️ 6832 6990 (WhatsApp)
🐈 ~45

📍 觀塘開源道62號駱駝漆大廈第1座6樓
🚦 觀塘B1出口1分鐘步程
☎️ 5307 3636 (WhatsApp)
🐈 ~60",2155,2023-01-03,22.0,2023.0,,0.0
325,urban.cafe.hk,2023-01-05,"🐱Oreo o(｀ω´ )o
所有分店都可以使用消費券 🍻
▨ Tap & Go 💳
▨ 八達通 ♾
▨ AlipayHK 📱
▨ WeChat Pay 📱
▨ PayMe 📱

歡迎大家網上訂座或walk in ！🚶🏻

——— ——— ———

【 𝓝𝓮𝔀𝓼 🗞️ 】

荔枝角新增𝑷𝒆𝒕 𝒇𝒓𝒊𝒆𝒏𝒅𝒍𝒚 𝒄𝒂𝒇𝒆 🎪
主人可以帶埋自己既寵物過黎 🐩🐕‍🦺🌭

📍 荔枝角長沙灣道680號麗新商業中心1樓
🚦 荔枝角B1出口3分鐘步程
☎️ 9049 9929 (WhatsApp)

@urban.cafe.hk.petfriendly 

——— ——— ———

【 訂 座 資 訊🌟 】

任 何 時 間 歡 迎 隨 時 walk in ！🚶🏻

網 上 訂 座：
Instagram檔案撳條「 link 」
Facebook撳「使用應用程式 」
Google Maps撳「 訂位 」

——— ——— ———

【 外 賣 資 訊🍱 】

外賣速遞 / 外賣自取
❶ inline (推廣期內全單7折 🈹)
❷ foodpanda 

——— ——— ———

【 餐 牌 供 應👨🏻‍🍳 】

❶ 午餐（每兩星期更新）
一至五：1200-1715 （假期除外）
每惠顧4份午餐，即送滋味小食或甜品1份 ！🍗

❷ 下午茶
一至五：1430-1715 （假期除外）
只需$38-48起 ！🍻

❸ 晚餐
一至五：1800-2200（假期除外）
19:30前離座，享有全單8折優惠 ！🍻
20:30後入座，享有全單8折優惠 ！🍻

❹ 六日及假期：1200-1700 / 1800-2200
20:30後入座，享有全單8折優惠 ！🍻

——— ——— ———

【 入 場 時 間🕰️ 】

※ 非繁忙時間不設限時！

一至五：2小時 （假期除外）
六日及假期：90分鐘

(餐廳會按照實際狀況保留最終決定權🙇🏻)

——— ———

𝓝𝓮𝔀:
荔枝角『 全室內𝑷𝒆𝒕 𝒇𝒓𝒊𝒆𝒏𝒅𝒍𝒚 𝒄𝒂𝒇𝒆 』🐩🐕‍🦺🌭
荔枝角URBAN Cafe ®️新分店 (7000呎空間)

📍 荔枝角長沙灣道680號麗新商業中心1樓 (7000呎空間)
🚦 荔枝角B1出口3分鐘步程
☎️ 9049 9929 (WhatsApp)
🐈 ~60

📍 旺角彌敦道566-568A號僑建大廈2樓
🚦 油麻地A2出口1分鐘步程
☎️ 6832 6990 (WhatsApp)
🐈 ~45

📍 觀塘開源道62號駱駝漆大廈第1座6樓 (4000呎空間)
🚦 觀塘B1出口1分鐘步程
☎️ 5307 3636 (WhatsApp)
🐈 ~60

🕒 每日1200-2200",636,2023-01-05,2.0,2023.0,,0.0
303,urban.cafe.hk,2023-01-09,"由於惡劣天氣關係🌀今日全日暫停營業
不便之處，敬請原諒🙇🏻
訂座的客人將會自動取消，請勿前往本店😺

——— ——— ———

【 𝓝𝓮𝔀𝓼 🗞️ 】

荔枝角新增𝑷𝒆𝒕 𝒇𝒓𝒊𝒆𝒏𝒅𝒍𝒚 𝒄𝒂𝒇𝒆 🎪
主人可以帶埋自己既寵物過黎 🐩🐕‍🦺🌭
#消費券OK 🍻

📍 荔枝角長沙灣道680號麗新商業中心1樓
🚦 荔枝角B1出口3分鐘步程
☎️ 9049 9929 (WhatsApp)

@urban.cafe.hk.petfriendly 

——— ——— ———

【 訂 座 資 訊🌟 】

任 何 時 間 歡 迎 隨 時 walk in ！🚶🏻

網 上 訂 座：
Instagram檔案撳條「 link 」
Threads檔案撳條「 link 」
Facebook撳「使用應用程式 」
Google Maps撳「 訂位 」

——— ——— ———

【 外 賣 資 訊🍱 】

外賣速遞 / 外賣自取
❶ inline (推廣期內全單7折 🈹)
❷ foodpanda 

——— ——— ———

【 餐 牌 供 應👨🏻‍🍳 】

❶ 午餐（每兩星期更新）
一至五：1200-1700 （假期除外）
每惠顧4份午餐，即送滋味小食或甜品1份 ！🍗

❷ 下午茶
一至五：1430-1700 （假期除外）
只需$38-48起 ！🍻

❸ 晚餐
一至五：1800-2200（假期除外）
19:30前離座，享有全單8折優惠 ！🍻
20:30後入座，享有全單8折優惠 ！🍻

❹ 六日及假期：1200-1700 / 1800-2200
20:30後入座，享有全單8折優惠 ！🍻

——— ——— ———

【 入 場 時 間🕰️ 】

※ 非繁忙時間不設限時！

一至五：2小時 （假期除外）
六日及假期：90分鐘

(餐廳會按照實際狀況保留最終決定權🙇🏻)

——— ———

𝓝𝓮𝔀:
荔枝角『 全室內𝑷𝒆𝒕 𝒇𝒓𝒊𝒆𝒏𝒅𝒍𝒚 𝒄𝒂𝒇𝒆 』🐩🐕‍🦺🌭

📍 荔枝角長沙灣道680號麗新商業中心1樓 (7×××呎空間)
🚦 荔枝角B1出口3分鐘步程
☎️ 9049 9929 (WhatsApp)
🐈 ~60

📍 旺角彌敦道566-568A號僑建大廈2樓（暫停營業）
🚦 油麻地A2出口1分鐘步程
☎️ 6832 6990 (WhatsApp)
🐈 ~45

📍 旺角西洋菜南街1N號兆萬中心14樓 (3×××呎空間)
🚦 油麻地A2出口2分鐘步程
☎️ 5969 8549 (WhatsApp)
🐈 ~45

📍 觀塘開源道62號駱駝漆大廈第1座6樓 (4×××呎空間)
🚦 觀塘B1出口1分鐘步程
☎️ 5307 3636 (WhatsApp)
🐈 ~60

🕒 每日1200-2200",524,2023-01-09,4.0,2023.0,['#消費券OK'],1.0
336,urban.cafe.hk,2023-02-03,"𝙒𝙚 𝙖𝙧𝙚 𝙤𝙥𝙚𝙣𝙞𝙣𝙜 𝙣𝙤𝙬!
荔枝角佔地6700呎 ！🐈
保持一直以來的免入場費~ 免每小時收費~ 🆓
黎探貓貓順便食野就ok喇 😽
所有分店下午茶38-58起~ 只限weekday!
歡迎網上訂座或walk in 😻

※免入場費 🎪
※免每小時收費 🎪

——— ——— ———

【 訂 座 資 訊🌟 】
任 何 時 間 歡 迎 隨 時 walk in ！🚶🏻

網 上 訂 座：
Instagram檔案撳條「 link 」
Facebook撳「使用應用程式 」
Google Maps撳「 訂位 」

——— ——— ———

【 外 賣 資 訊🍱 】

外賣速遞 / 外賣自取
❶ inline (推廣期內全單7折 🈹)
❷ foodpanda 

——— ——— ———

【 餐 牌 供 應👨🏻‍🍳 】
❶ 午餐（每兩星期更新）
一至五：1200-1715 （假期除外）
每惠顧4份午餐，即送滋味小食或甜品1份 ！🍗

❷ 下午茶
一至五：1430-1715 （假期除外）

❸ 晚餐
一至五：1800-2200（假期除外）
19:30前離座，享有全單8折優惠 ！🍻
20:30後入座，享有全單8折優惠 ！🍻

❹ 六日及假期：1200-2200
20:30後入座，享有全單8折優惠 ！🍻

——— ——— ———

【 入 場 時 間🕰️ 】
一至五：2小時 （假期除外）
六日及假期：90分鐘
※ 非繁忙時間不設限時！
(餐廳會按照實際狀況保留最終決定權)

——— ———

🕒 每日1200-2200

📍 荔枝角長沙灣道680號麗新商業中心1樓
🚦 荔枝角B1出口3分鐘步程
☎️ 9049 9929 (WhatsApp)
🐈 ~60

📍 旺角彌敦道566-568A號僑建大廈2樓
🚦 油麻地A2出口1分鐘步程
☎️ 6832 6990 (WhatsApp)
🐈 ~45

📍 觀塘開源道62號駱駝漆大廈第1座6樓
🚦 觀塘B1出口1分鐘步程
☎️ 5307 3636 (WhatsApp)
🐈 ~60",1187,2023-02-03,25.0,2023.0,,0.0
318,urban.cafe.hk,2023-02-06,"𝑴𝒐𝒏𝒈 𝑲𝒐𝒌 𝑵𝒆𝒘 𝑪𝒂𝒇𝒆 ✨
旺角終於有大啲既空間喇 ！！ (Ф∀Ф)
位於西洋菜南街既兆萬中心 📍
佔地3000呎 ！🐈 開始試業喇 (*´∀`)~♥
URBAN Cafe 保持一直以來的免入場費~ 免每小時收費~ 🆓 
黎探貓貓順便食野就ok 😽
所有分店下午茶38-48起~ 只限weekday!
歡迎網上訂座或walk in 😻

所有分店都可以使用消費券 🍻
▨ Tap & Go 💳
▨ 八達通 ♾
▨ AlipayHK 📱
▨ WeChat Pay 📱
▨ PayMe 📱

——— ——— ———

【 𝓝𝓮𝔀𝓼 🗞️ 】

荔枝角新增𝑷𝒆𝒕 𝒇𝒓𝒊𝒆𝒏𝒅𝒍𝒚 𝒄𝒂𝒇𝒆 🎪
主人可以帶埋自己既寵物過黎 🐩🐕‍🦺🌭

📍 荔枝角長沙灣道680號麗新商業中心1樓
🚦 荔枝角B1出口3分鐘步程
☎️ 9049 9929 (WhatsApp)

@urban.cafe.hk.petfriendly 

——— ——— ———

【 訂 座 資 訊🌟 】

任 何 時 間 歡 迎 隨 時 walk in ！🚶🏻

網 上 訂 座：
Instagram檔案撳條「 link 」
Facebook撳「使用應用程式 」
Google Maps撳「 訂位 」

——— ——— ———

【 外 賣 資 訊🍱 】

外賣速遞 / 外賣自取
❶ inline (推廣期內全單7折 🈹)
❷ foodpanda 

——— ——— ———

【 餐 牌 供 應👨🏻‍🍳 】

❶ 午餐（每兩星期更新）
一至五：1200-1700 （假期除外）
每惠顧4份午餐，即送滋味小食或甜品1份 ！🍗

❷ 下午茶
一至五：1430-1700 （假期除外）
只需$38-48起 ！🍻

❸ 晚餐
一至五：1800-2200（假期除外）
19:30前離座，享有全單8折優惠 ！🍻
20:30後入座，享有全單8折優惠 ！🍻

❹ 六日及假期：1200-1700 / 1800-2200
20:30後入座，享有全單8折優惠 ！🍻

——— ——— ———

【 入 場 時 間🕰️ 】

※ 非繁忙時間不設限時！

一至五：2小時 （假期除外）
六日及假期：90分鐘

(餐廳會按照實際狀況保留最終決定權🙇🏻)

——— ———

𝓝𝓮𝔀:
荔枝角『 全室內𝑷𝒆𝒕 𝒇𝒓𝒊𝒆𝒏𝒅𝒍𝒚 𝒄𝒂𝒇𝒆 』🐩🐕‍🦺🌭

📍 荔枝角長沙灣道680號麗新商業中心1樓 (7000呎空間)
🚦 荔枝角B1出口3分鐘步程
☎️ 9049 9929 (WhatsApp)
🐈 ~60

📍 旺角彌敦道566-568A號僑建大廈2樓（暫停營業）
🚦 油麻地A2出口1分鐘步程
☎️ 6832 6990 (WhatsApp)
🐈 ~45

📍 旺角西洋菜南街1N號兆萬中心14樓 (3000呎空間)
🚦 油麻地A2出口2分鐘步程
☎️ 5969 8549 (WhatsApp)
🐈 ~45

📍 觀塘開源道62號駱駝漆大廈第1座6樓 (4000呎空間)
🚦 觀塘B1出口1分鐘步程
☎️ 5307 3636 (WhatsApp)
🐈 ~60

🕒 每日1200-2200",639,2023-02-06,3.0,2023.0,,0.0
302,urban.cafe.hk,2023-02-09,"歡迎walk in或訂座 ♪( ´▽｀)

——— ——— ———

【 𝓝𝓮𝔀𝓼 🗞️ 】

荔枝角新增𝑷𝒆𝒕 𝒇𝒓𝒊𝒆𝒏𝒅𝒍𝒚 𝒄𝒂𝒇𝒆 🎪
主人可以帶埋自己既寵物過黎 🐩🐕‍🦺🌭
#消費券OK 🍻

📍 荔枝角長沙灣道680號麗新商業中心1樓
🚦 荔枝角B1出口3分鐘步程
☎️ 9049 9929 (WhatsApp)

@urban.cafe.hk.petfriendly 

——— ——— ———

【 訂 座 資 訊🌟 】

任 何 時 間 歡 迎 隨 時 walk in ！🚶🏻

網 上 訂 座：
Instagram檔案撳條「 link 」
Threads檔案撳條「 link 」
Facebook撳「使用應用程式 」
Google Maps撳「 訂位 」

——— ——— ———

【 外 賣 資 訊🍱 】

外賣速遞 / 外賣自取
❶ inline (推廣期內全單7折 🈹)
❷ foodpanda 

——— ——— ———

【 餐 牌 供 應👨🏻‍🍳 】

❶ 午餐（每兩星期更新）
一至五：1200-1700 （假期除外）
每惠顧4份午餐，即送滋味小食或甜品1份 ！🍗

❷ 下午茶
一至五：1430-1700 （假期除外）
只需$38-48起 ！🍻

❸ 晚餐
一至五：1800-2200（假期除外）
19:30前離座，享有全單8折優惠 ！🍻
20:30後入座，享有全單8折優惠 ！🍻

❹ 六日及假期：1200-1700 / 1800-2200
20:30後入座，享有全單8折優惠 ！🍻

——— ——— ———

【 入 場 時 間🕰️ 】

※ 非繁忙時間不設限時！

一至五：2小時 （假期除外）
六日及假期：90分鐘

(餐廳會按照實際狀況保留最終決定權🙇🏻)

——— ———

𝓝𝓮𝔀:
荔枝角『 全室內𝑷𝒆𝒕 𝒇𝒓𝒊𝒆𝒏𝒅𝒍𝒚 𝒄𝒂𝒇𝒆 』🐩🐕‍🦺🌭

📍 荔枝角長沙灣道680號麗新商業中心1樓 (7×××呎空間)
🚦 荔枝角B1出口3分鐘步程
☎️ 9049 9929 (WhatsApp)
🐈 ~60

📍 旺角彌敦道566-568A號僑建大廈2樓（暫停營業）
🚦 油麻地A2出口1分鐘步程
☎️ 6832 6990 (WhatsApp)
🐈 ~45

📍 旺角西洋菜南街1N號兆萬中心14樓 (3×××呎空間)
🚦 油麻地A2出口2分鐘步程
☎️ 5969 8549 (WhatsApp)
🐈 ~45

📍 觀塘開源道62號駱駝漆大廈第1座6樓 (4×××呎空間)
🚦 觀塘B1出口1分鐘步程
☎️ 5307 3636 (WhatsApp)
🐈 ~60

🕒 每日1200-2200",1164,2023-02-09,3.0,2023.0,['#消費券OK'],1.0
331,urban.cafe.hk,2023-03-04,"乳酪🍨 📷 @felix_ip888 

所有分店保持一直以來的免入場費~ 免每小時收費~ 🆓
黎探貓貓順便食野就ok喇 😽
下午茶只需$38-48起~ 🍻 (只限weekday)
歡迎網上訂座或walk in 😻

URBAN Cafe分店地址：
❶ 旺角彌敦道566-568A號僑建大廈2樓
❷ 觀塘開源道62號駱駝漆大廈第1座6樓
❸ 荔枝角長沙灣道680號麗新商業中心1樓

※免入場費 🎪
※免每小時收費 🎪

——— ——— ———

【 訂 座 資 訊🌟 】
任 何 時 間 歡 迎 隨 時 walk in ！🚶🏻

網 上 訂 座：
Instagram檔案撳條「 link 」
Facebook撳「使用應用程式 」
Google Maps撳「 訂位 」

——— ——— ———

【 外 賣 資 訊🍱 】

外賣速遞 / 外賣自取
❶ inline (推廣期內全單7折 🈹)
❷ foodpanda 

——— ——— ———

【 餐 牌 供 應👨🏻‍🍳 】
❶ 午餐（每兩星期更新）
一至五：1200-1715 （假期除外）
每惠顧4份午餐，即送滋味小食或甜品1份 ！🍗

❷ 下午茶
一至五：1430-1715 （假期除外）
只需$38-48起 ！🍻

❸ 晚餐
一至五：1800-2200（假期除外）
19:30前離座，享有全單8折優惠 ！🍻
20:30後入座，享有全單8折優惠 ！🍻

❹ 六日及假期：1200-2200
20:30後入座，享有全單8折優惠 ！🍻

——— ——— ———

【 入 場 時 間🕰️ 】
一至五：2小時 （假期除外）
六日及假期：90分鐘
※ 非繁忙時間不設限時！
(餐廳會按照實際狀況保留最終決定權)

——— ———

🕒 每日1200-2200

🆕 荔枝角分店另設『 室內寵物友善區域🐶』
📍 荔枝角長沙灣道680號麗新商業中心1樓
🚦 荔枝角B1出口3分鐘步程
☎️ 9049 9929 (WhatsApp)
🐈 ~60

📍 旺角彌敦道566-568A號僑建大廈2樓
🚦 油麻地A2出口1分鐘步程
☎️ 6832 6990 (WhatsApp)
🐈 ~45

📍 觀塘開源道62號駱駝漆大廈第1座6樓
🚦 觀塘B1出口1分鐘步程
☎️ 5307 3636 (WhatsApp)
🐈 ~60",1229,2023-03-04,23.0,2023.0,,0.0
311,urban.cafe.hk,2023-03-07,"𝑴𝒐𝒏𝒈 𝑲𝒐𝒌 𝑵𝒆𝒘 𝑪𝒂𝒇𝒆 ✨
佔地3×××呎 ！ ~50隻貓貓🐈

旺角終於有大啲既空間喇 ！！ (Ф∀Ф)
位於西洋菜南街既兆萬中心 📍
URBAN Cafe 保持一直以來的免入場費~ 免每小時收費~ 🆓 
黎探貓貓順便食野就ok 😽
所有分店下午茶38-48起~ 只限weekday!
歡迎網上訂座或walk in 😻

所有分店都可以使用消費券 🍻
▨ Tap & Go 💳
▨ BoC Pay 📱
▨ 八達通 ♾
▨ AlipayHK 📱
▨ WeChat Pay 📱
▨ PayMe 📱

——— ——— ———

【 𝓝𝓮𝔀𝓼 🗞️ 】

荔枝角新增𝑷𝒆𝒕 𝒇𝒓𝒊𝒆𝒏𝒅𝒍𝒚 𝒄𝒂𝒇𝒆 🎪
主人可以帶埋自己既寵物過黎 🐩🐕‍🦺🌭

📍 荔枝角長沙灣道680號麗新商業中心1樓
🚦 荔枝角B1出口3分鐘步程
☎️ 9049 9929 (WhatsApp)

@urban.cafe.hk.petfriendly 

——— ——— ———

【 訂 座 資 訊🌟 】

任 何 時 間 歡 迎 隨 時 walk in ！🚶🏻

網 上 訂 座：
Instagram檔案撳條「 link 」
Facebook撳「使用應用程式 」
Google Maps撳「 訂位 」

——— ——— ———

【 外 賣 資 訊🍱 】

外賣速遞 / 外賣自取
❶ inline (推廣期內全單7折 🈹)
❷ foodpanda 

——— ——— ———

【 餐 牌 供 應👨🏻‍🍳 】

❶ 午餐（每兩星期更新）
一至五：1200-1700 （假期除外）
每惠顧4份午餐，即送滋味小食或甜品1份 ！🍗

❷ 下午茶
一至五：1430-1700 （假期除外）
只需$38-48起 ！🍻

❸ 晚餐
一至五：1800-2200（假期除外）
19:30前離座，享有全單8折優惠 ！🍻
20:30後入座，享有全單8折優惠 ！🍻

❹ 六日及假期：1200-1700 / 1800-2200
20:30後入座，享有全單8折優惠 ！🍻

——— ——— ———

【 入 場 時 間🕰️ 】

※ 非繁忙時間不設限時！

一至五：2小時 （假期除外）
六日及假期：90分鐘

(餐廳會按照實際狀況保留最終決定權🙇🏻)

——— ———

𝓝𝓮𝔀:
荔枝角『 全室內𝑷𝒆𝒕 𝒇𝒓𝒊𝒆𝒏𝒅𝒍𝒚 𝒄𝒂𝒇𝒆 』🐩🐕‍🦺🌭

📍 荔枝角長沙灣道680號麗新商業中心1樓 (7×××呎空間)
🚦 荔枝角B1出口3分鐘步程
☎️ 9049 9929 (WhatsApp)
🐈 ~60

📍 旺角彌敦道566-568A號僑建大廈2樓（暫停營業）
🚦 油麻地A2出口1分鐘步程
☎️ 6832 6990 (WhatsApp)
🐈 ~45

📍 旺角西洋菜南街1N號兆萬中心14樓 (3×××呎空間)
🚦 油麻地A2出口2分鐘步程
☎️ 5969 8549 (WhatsApp)
🐈 ~45

📍 觀塘開源道62號駱駝漆大廈第1座6樓 (4×××呎空間)
🚦 觀塘B1出口1分鐘步程
☎️ 5307 3636 (WhatsApp)
🐈 ~60

🕒 每日1200-2200",498,2023-03-07,3.0,2023.0,,0.0
